Country Code,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
US,28.379,-96.137,89.73,52.0,1.0,14.99
US,44.906,-96.234,79.84,74.0,1.0,4.7
US,36.812,-93.947,76.68,60.0,1.0,8.05
US,28.197,-82.781,76.28,88.0,90.0,12.75
US,44.309,-94.828,76.26,60.0,1.0,3.36
US,46.899,-93.996,74.23,64.0,20.0,3.36
US,37.945,-85.943,83.89,51.0,1.0,5.26
US,44.05,-93.039,75.27,73.0,1.0,3.36
US,44.157,-109.11,76.87,38.0,1.0,10.29
US,32.328,-84.299,89.06,62.0,1.0,2.3
US,36.123,-108.523,87.8,9.0,1.0,17.22
US,36.029,-86.387,82.96,65.0,1.0,3.36
US,30.404,-92.042,89.96,70.0,1.0,4.05
US,28.061,-81.586,78.15,83.0,1.0,9.17
US,36.85,-89.17,84.94,62.0,1.0,6.78
US,34.891,-86.444,84.43,54.0,1.0,4.7
US,47.327,-120.925,78.58,23.0,1.0,16.11
US,38.944,-105.152,78.33,36.0,75.0,34.45
US,39.335,-75.28,80.15,69.0,1.0,1.54
US,40.873,-85.242,76.75,65.0,1.0,6.93
US,39.868,-84.993,76.24,19.0,1.0,13.87
US,26.731,-81.612,79.57,78.0,1.0,4.7
US,31.141,-97.739,97.07,41.0,1.0,10.29
US,29.828,-90.179,96.49,37.0,20.0,19.46
US,35.546,-120.798,72.21,88.0,90.0,5.82
US,42.736,-91.102,77.16,64.0,1.0,8.05
US,45.454,-113.637,76.75,26.0,20.0,9.17
US,39.208,-85.971,90.03,58.0,1.0,6.49
US,30.528,-97.288,76.98,54.0,1.0,5.82
US,38.187,-122.007,84.87,54.0,1.0,16.11
US,41.155,-125.466,67.59,63.0,1.0,18.34
US,42.403,-92.301,77.4,54.0,1.0,3.36
US,40.973,-71.603,69.28,94.0,75.0,5.82
US,33.155,-104.291,96.91,32.0,1.0,11.41
US,35.174,-106.576,88.47,15.0,1.0,12.75
US,36.865,-71.469,77.05,83.0,40.0,6.93
US,32.951,-103.187,95.59,17.0,40.0,8.05
US,38.628,-75.578,79.11,88.0,20.0,4.7
US,36.268,-82.55,74.46,69.0,1.0,4.61
US,35.975,-88.794,77.09,64.0,1.0,4.7
US,37.012,-92.816,75.65,78.0,75.0,4.7
US,47.254,-112.274,73.63,22.0,75.0,10.29
US,38.7,-121.262,100.36,17.0,1.0,9.17
US,39.755,-73.678,75.78,88.0,90.0,4.7
US,35.018,-113.52,103.12,4.0,1.0,19.46
US,30.235,-78.272,79.86,83.0,75.0,10.29
US,39.011,-96.289,85.53,62.0,1.0,5.82
US,33.129,-107.939,86.76,14.0,1.0,18.99
US,43.209,-70.625,65.7,82.0,75.0,6.93
US,35.78,-125.509,76.68,51.0,1.0,12.75
US,29.618,-99.949,98.98,31.0,1.0,10.29
US,38.379,-109.144,87.98,48.0,1.0,13.87
US,45.933,-117.464,77.85,26.0,1.0,9.17
US,44.518,-116.241,85.77,16.0,1.0,10.29
US,40.882,-82.086,74.93,78.0,1.0,3.36
US,34.427,-105.859,90.97,9.0,1.0,14.99
US,32.627,-98.925,67.48,93.0,90.0,6.93
US,39.252,-78.572,81.19,34.0,1.0,8.05
US,34.136,-85.9,87.06,31.0,1.0,5.82
US,30.792,-85.528,92.57,41.0,1.0,2.93
US,40.189,-84.369,78.98,69.0,75.0,3.36
US,38.836,-106.085,89.6,9.0,1.0,12.75
US,26.492,-97.522,77.95,73.0,1.0,8.05
US,43.735,-73.356,69.75,88.0,40.0,3.67
US,40.751,-79.169,74.57,61.0,20.0,1.63
US,43.909,-87.553,70.93,83.0,75.0,11.41
US,26.932,-86.021,87.08,79.0,1.0,11.41
US,38.487,-121.361,101.34,17.0,1.0,9.17
US,38.515,-79.273,78.21,74.0,1.0,3.04
US,35.88,-93.031,82.38,61.0,1.0,5.82
US,43.115,-109.935,85.73,74.0,1.0,1.43
US,36.761,-95.044,79.75,69.0,75.0,8.05
US,42.417,-73.428,80.06,83.0,1.0,5.82
US,31.246,-90.323,72.86,83.0,40.0,8.05
US,39.092,-121.605,100.26,22.0,1.0,6.93
US,37.138,-120.58,100.04,14.0,1.0,6.93
US,36.967,-121.183,78.06,60.0,1.0,16.11
US,29.749,-81.48,77.31,100.0,90.0,10.29
US,38.734,-118.631,84.54,30.0,75.0,12.75
US,40.513,-88.159,78.82,69.0,40.0,11.41
US,41.584,-107.909,77.11,8.0,40.0,23.4
US,39.908,-82.351,75.6,78.0,1.0,10.29
US,39.48,-104.91,84.72,20.0,40.0,12.75
US,42.613,-124.094,72.05,64.0,1.0,23.04
US,33.712,-114.366,108.52,4.0,75.0,16.11
US,44.034,-124.25,72.07,64.0,1.0,23.04
US,38.223,-87.532,83.07,69.0,1.0,6.93
US,31.513,-92.325,91.47,49.0,1.0,8.05
US,43.182,-90.603,76.64,65.0,40.0,4.7
US,38.753,-76.801,81.5,78.0,1.0,4.7
US,37.722,-92.039,75.87,83.0,1.0,9.17
US,30.901,-87.084,89.01,74.0,40.0,6.93
US,37.924,-108.009,85.12,12.0,1.0,8.05
US,40.469,-77.987,73.99,65.0,41.0,3.36
US,44.03,-104.828,78.71,30.0,1.0,12.75
US,40.791,-121.58,87.33,38.0,1.0,5.82
US,45.555,-93.663,77.02,57.0,1.0,6.55
US,37.794,-98.171,88.81,59.0,20.0,19.46
US,35.319,-105.821,81.48,25.0,61.0,8.05
US,48.52,-122.059,69.01,60.0,75.0,8.05
US,26.825,-85.389,93.45,21.0,1.0,11.41
US,26.04,-94.574,90.72,63.0,1.0,17.22
US,44.846,-111.182,75.34,20.0,20.0,11.41
US,44.535,-83.427,69.62,77.0,90.0,6.93
US,38.215,-96.238,82.45,74.0,1.0,9.17
US,42.744,-85.044,75.43,50.0,90.0,4.7
US,35.188,-80.698,76.84,78.0,1.0,4.7
US,45.463,-120.826,85.44,30.0,1.0,3.36
US,43.895,-95.947,75.81,53.0,1.0,4.7
US,41.686,-95.749,79.88,61.0,1.0,5.82
US,40.755,-82.602,71.44,73.0,1.0,3.85
US,42.762,-117.807,86.11,16.0,1.0,10.29
US,32.777,-81.189,83.05,79.0,1.0,5.82
US,34.382,-102.538,98.55,17.0,33.0,11.01
US,40.744,-78.426,74.19,69.0,40.0,5.82
US,38.924,-95.33,80.82,69.0,1.0,8.05
US,25.164,-80.44,82.47,74.0,40.0,11.41
US,31.943,-110.218,91.4,42.0,20.0,11.41
US,36.84,-117.872,104.88,3.0,1.0,18.34
US,29.298,-89.147,90.05,59.0,1.0,4.7
US,43.925,-85.949,74.01,60.0,90.0,3.36
US,39.113,-74.569,89.28,52.0,1.0,7.87
US,33.449,-116.098,100.56,5.0,1.0,8.05
US,42.03,-81.032,72.66,68.0,1.0,15.23
US,39.862,-83.799,79.23,74.0,1.0,11.41
US,34.232,-118.678,78.08,39.0,1.0,11.41
US,38.617,-102.853,91.17,31.0,1.0,14.99
US,41.352,-102.663,80.87,65.0,40.0,3.36
US,33.051,-116.951,76.78,53.0,1.0,9.17
US,27.592,-80.041,79.95,78.0,5.0,5.82
US,47.883,-93.345,75.11,50.0,1.0,5.82
US,39.517,-86.359,78.75,65.0,75.0,10.29
US,35.422,-94.23,62.29,82.0,90.0,4.7
US,28.278,-97.498,91.36,52.0,24.0,8.99
US,48.285,-99.145,80.6,44.0,1.0,9.17
US,43.357,-76.509,77.18,78.0,1.0,4.7
US,41.377,-82.298,69.76,78.0,1.0,9.17
US,43.436,-72.454,83.77,31.0,1.0,12.75
US,45.219,-118.353,81.27,24.0,1.0,8.05
US,44.279,-75.315,74.28,78.0,1.0,4.68
US,42.169,-112.345,84.49,16.0,1.0,13.6
US,43.07,-113.841,81.48,24.0,1.0,11.41
US,44.122,-90.843,75.02,50.0,1.0,6.93
US,43.307,-75.397,85.19,35.0,1.0,3.36
US,28.802,-88.391,90.14,62.0,1.0,3.36
US,38.302,-121.546,101.35,17.0,1.0,9.17
US,46.67,-101.446,81.28,42.0,1.0,8.05
US,44.031,-106.556,85.06,20.0,40.0,12.75
US,42.092,-87.081,78.46,78.0,40.0,8.05
US,26.577,-81.944,79.65,78.0,1.0,4.7
US,42.625,-75.109,70.32,89.0,39.0,6.15
US,44.327,-112.671,76.73,33.0,1.0,10.29
US,34.398,-101.477,96.71,20.0,40.0,12.75
US,47.85,-108.424,80.28,74.0,75.0,3.36
US,42.859,-82.725,75.79,61.0,75.0,10.29
US,33.814,-89.301,88.77,59.0,1.0,2.62
US,33.874,-102.604,95.23,18.0,40.0,20.8
US,39.042,-86.478,79.45,74.0,1.0,8.05
US,43.605,-96.804,76.78,60.0,1.0,4.7
US,48.873,-122.377,68.59,56.0,40.0,9.17
US,42.192,-76.378,71.49,78.0,90.0,5.39
US,41.623,-84.663,76.73,69.0,90.0,8.05
US,37.91,-118.824,103.19,24.0,0.0,3.36
US,48.639,-122.752,68.85,60.0,75.0,8.05
US,32.992,-114.569,109.76,8.0,20.0,10.29
US,47.242,-120.185,77.32,26.0,1.0,23.04
US,48.19,-116.78,75.29,46.0,40.0,8.05
US,38.677,-83.591,79.56,88.0,75.0,4.7
US,41.967,-92.384,77.52,57.0,1.0,4.7
US,43.226,-89.697,75.54,57.0,20.0,4.7
US,41.975,-123.344,87.01,15.0,1.0,11.41
US,44.362,-124.259,69.58,94.0,90.0,11.41
US,36.056,-120.271,102.4,12.0,1.0,5.82
US,27.427,-82.128,81.81,78.0,1.0,4.7
US,41.49,-72.014,70.63,73.0,75.0,4.7
US,39.202,-104.211,78.71,36.0,75.0,34.45
US,47.387,-105.755,80.87,21.0,20.0,13.87
US,35.711,-95.278,92.8,52.0,1.0,11.41
US,38.406,-85.75,83.44,62.0,1.0,3.36
US,36.632,-81.173,75.47,88.0,90.0,6.93
US,33.646,-116.681,93.06,5.0,1.0,14.99
US,31.9,-114.193,109.83,12.0,1.0,5.82
US,40.083,-85.347,77.79,61.0,1.0,6.93
US,41.772,-72.639,72.43,69.0,40.0,10.29
US,41.379,-83.075,90.46,51.0,1.0,12.75
US,48.012,-95.031,75.4,47.0,1.0,5.82
US,38.416,-82.468,73.56,83.0,75.0,10.29
US,35.125,-98.193,96.01,37.0,1.0,19.46
US,32.639,-83.345,89.42,41.0,1.0,3.36
US,43.147,-108.816,80.83,12.0,1.0,9.17
US,36.464,-104.045,80.33,16.0,1.0,12.75
US,35.941,-81.215,82.33,57.0,40.0,2.35
US,30.333,-97.923,97.23,32.0,1.0,6.93
US,34.276,-105.163,91.13,17.0,75.0,6.93
US,35.521,-101.765,98.65,19.0,1.0,13.87
US,35.633,-110.037,86.85,100.0,0.0,8.99
US,33.357,-119.393,79.43,82.0,75.0,6.93
US,44.79,-102.802,78.48,41.0,1.0,5.37
US,35.37,-91.52,89.83,52.0,1.0,3.36
